POPULATION_NAME,FISCAL_YEAR,DEMO_GRP,TOTAL_CT,TOTAL_CT_ANNOT,SMHS1_CT,SMHS1_CT_ANNOT,SMHS5_CT,SMHS5_CT_ANNOT
Placer,2016,A2 Adults 45-64,14361,,707,,478,
Placer,2016,A3 Adults 65+,5458,,71,,40,
Placer,2016,R1 Alaskan Native or American Indian,421,,20,,16,
Placer,2016,R2 Asian or Pacific Islander,3234,,34,,21,
Placer,2016,R3 Black,864,,31,,26,
Placer,2016,R4 Hispanic,5517,,124,,75,
Placer,2016,R5 White,26228,,1163,,727,
Placer,2016,R6 Other,3487,,122,,72,
Placer,2016,R7 Unknown,4248,,194,,137,
Placer,2016,S1 Female,24297,,929,,584,
Placer,2016,S2 Male,19702,,759,,490,
Placer,2016,Z1 ALL,43999,,1688,,1074,
Placer,2017,A1 Adults 21-44,24953,,896,,544,
Placer,2017,A2 Adults 45-64,14389,,648,,441,
Placer,2017,A3 Adults 65+,5741,,77,,40,
Placer,2017,R1 Alaskan Native or American Indian,430,,20,,15,
Placer,2017,R2 Asian or Pacific Islander,3267,,37,,24,
Placer,2017,R3 Black,913,,41,,28,
Placer,2017,R4 Hispanic,5917,,116,,77,
Placer,2017,R5 White,25955,,1079,,668,
Placer,2017,R6 Other,3958,,121,,76,
Placer,2017,R7 Unknown,4643,,207,,137,
Placer,2017,S1 Female,25027,,874,,550,
Placer,2017,S2 Male,20056,,747,,475,
Placer,2017,Z1 ALL,45083,,1621,,1025,
Placer,2018,A1 Adults 21-44,24049,,859,,522,
Placer,2018,A2 Adults 45-64,13670,,598,,433,
Placer,2018,A3 Adults 65+,5954,,77,,51,
Placer,2018,R1 Alaskan Native or American Indian,403,,21,,17,
Placer,2018,R2 Asian or Pacific Islander,3156,,32,,25,
Placer,2018,R3 Black,880,,41,,23,
Placer,2018,R4 Hispanic,5998,,119,,82,
Placer,2018,R5 White,24358,,1010,,669,
Placer,2018,R6 Other,4168,,126,,76,
Placer,2018,R7 Unknown,4710,,185,,114,
Placer,2018,S1 Female,24361,,809,,542,
Placer,2018,S2 Male,19312,,725,,464,
Placer,2018,Z1 ALL,43673,,1534,,1006,
Placer,2019,A1 Adults 21-44,23205,,920,,592,
Placer,2019,A2 Adults 45-64,13264,,660,,482,
Placer,2019,A3 Adults 65+,6154,,99,,62,
Placer,2019,R1 Alaskan Native or American Indian,390,,28,,20,
Placer,2019,R2 Asian or Pacific Islander,3171,,32,,26,
Placer,2019,R3 Black,858,,45,,33,
Placer,2019,R4 Hispanic,5898,,136,,96,
Placer,2019,R5 White,23494,,1082,,730,
Placer,2019,R6 Other,4083,,131,,82,
Placer,2019,R7 Unknown,4729,,225,,149,
Placer,2019,S1 Female,23802,,861,,583,
Placer,2019,S2 Male,18821,,818,,553,
Placer,2019,Z1 ALL,42623,,1679,,1136,
Placer,2020,A1 Adults 21-44,23120,,978,,605,
Placer,2020,A2 Adults 45-64,13146,,658,,450,
Placer,2020,A3 Adults 65+,6332,,110,,66,
Placer,2020,R1 Alaskan Native or American Indian,366,,27,,20,
Placer,2020,R2 Asian or Pacific Islander,3311,,35,,23,
Placer,2020,R3 Black,907,,38,,22,
Placer,2020,R4 Hispanic,5782,,136,,87,
Placer,2020,R5 White,23156,,1145,,730,
Placer,2020,R6 Other,4232,,130,,80,
Placer,2020,R7 Unknown,4844,,235,,159,
Placer,2020,S1 Female,23728,,866,,555,
Placer,2020,S2 Male,18870,,880,,566,
Placer,2020,Z1 ALL,42598,,1746,,1121,
Placer,2021,A1 Adults 21-44,23965,,969,,595,
Placer,2021,A2 Adults 45-64,13386,,664,,480,
Placer,2021,A3 Adults 65+,6753,,127,,85,
Placer,2021,R1 Alaskan Native or American Indian,384,,27,,19,
Placer,2021,R2 Asian or Pacific Islander,3474,,36,,19,
Placer,2021,R3 Black,977,,52,,35,
Placer,2021,R4 Hispanic,6058,,144,,88,
Placer,2021,R5 White,23596,,1112,,743,
Placer,2021,R6 Other,4596,,152,,96,
Placer,2021,R7 Unknown,5019,,237,,160,
Placer,2021,S1 Female,24583,,883,,592,
Placer,2021,S2 Male,19521,,877,,568,
Placer,2021,Z1 ALL,44104,,1760,,1160,
Plumas,2015,A1 Adults 21-44,1895,,205,,94,
Plumas,2015,A2 Adults 45-64,1657,,171,,108,
Plumas,2015,A3 Adults 65+,481,,21,,11,
Plumas,2015,R1 Alaskan Native or American Indian,120,,,1,,1
Plumas,2015,R2 Asian or Pacific Islander,34,,,1,,1
Plumas,2015,R3 Black,60,,,1,,1
Plumas,2015,R4 Hispanic,277,,23,,,1
Plumas,2015,R5 White,3006,,323,,176,
Plumas,2015,R6 Other,29,,,1,,1
Plumas,2015,R7 Unknown,507,,36,,22,
Plumas,2015,S1 Female,2212,,239,,127,
Plumas,2015,S2 Male,1821,,158,,86,
Plumas,2015,Z1 ALL,4033,,397,,213,
Plumas,2016,A1 Adults 21-44,2236,,212,,114,
Plumas,2016,A2 Adults 45-64,1726,,148,,101,
Plumas,2016,A3 Adults 65+,545,,21,,16,
Plumas,2016,R1 Alaskan Native or American Indian,124,,,1,,1
Plumas,2016,R2 Asian or Pacific Islander,43,,,1,,1
Plumas,2016,R3 Black,67,,,1,,1
Plumas,2016,R4 Hispanic,406,,23,,12,
Plumas,2016,R5 White,3318,,312,,194,
Plumas,2016,R6 Other,49,,,1,,1
Plumas,2016,R7 Unknown,500,,30,,19,
Plumas,2016,S1 Female,2439,,220,,136,
Plumas,2016,S2 Male,2068,,161,,95,
Plumas,2016,Z1 ALL,4507,,381,,231,
Plumas,2017,A1 Adults 21-44,2390,,235,,112,
Plumas,2017,A2 Adults 45-64,1765,,153,,103,
Plumas,2017,A3 Adults 65+,547,,22,,15,
Plumas,2017,R1 Alaskan Native or American Indian,127,,,1,,1
Plumas,2017,R2 Asian or Pacific Islander,45,,,1,0,
Plumas,2017,R3 Black,78,,,1,,1
Plumas,2017,R4 Hispanic,443,,28,,17,
Plumas,2017,R5 White,3492,,337,,190,
Plumas,2017,R6 Other,49,,,1,0,
Plumas,2017,R7 Unknown,468,,28,,17,
Plumas,2017,S1 Female,2506,,232,,136,
Plumas,2017,S2 Male,2196,,178,,94,
Plumas,2017,Z1 ALL,4702,,410,,230,
Plumas,2018,A1 Adults 21-44,2521,,244,,104,
Plumas,2018,A2 Adults 45-64,1772,,158,,86,
Plumas,2018,A3 Adults 65+,585,,24,,16,
Plumas,2018,R1 Alaskan Native or American Indian,132,,,1,,1
Plumas,2018,R2 Asian or Pacific Islander,49,,,1,,1
Plumas,2018,R3 Black,83,,,1,,1
Plumas,2018,R4 Hispanic,491,,20,,,1
Plumas,2018,R5 White,3640,,347,,172,
Plumas,2018,R6 Other,53,,,1,,1
Plumas,2018,R7 Unknown,430,,34,,21,
Plumas,2018,S1 Female,2606,,236,,120,
Plumas,2018,S2 Male,2272,,190,,86,
Plumas,2018,Z1 ALL,4878,,426,,206,
Plumas,2019,A1 Adults 21-44,2388,,207,,82,
Plumas,2019,A2 Adults 45-64,1692,,151,,80,
Plumas,2019,A3 Adults 65+,613,,28,,16,
Plumas,2019,R1 Alaskan Native or American Indian,129,,,1,,1
Plumas,2019,R2 Asian or Pacific Islander,45,,,1,,1
Plumas,2019,R3 Black,76,,,1,,1
Plumas,2019,R4 Hispanic,474,,22,,,1
Plumas,2019,R5 White,3504,,315,,148,
Plumas,2019,R6 Other,58,,,1,,1
Plumas,2019,R7 Unknown,407,,26,,13,
Plumas,2019,S1 Female,2549,,213,,105,
Plumas,2019,S2 Male,2144,,173,,73,
Plumas,2019,Z1 ALL,4693,,386,,178,
Plumas,2020,A1 Adults 21-44,2385,,195,,88,
Plumas,2020,A2 Adults 45-64,1642,,126,,83,
Plumas,2020,A3 Adults 65+,644,,21,,14,
Plumas,2020,R1 Alaskan Native or American Indian,131,,12,,,1
Plumas,2020,R2 Asian or Pacific Islander,45,,,1,,1
Plumas,2020,R3 Black,73,,12,,,1
Plumas,2020,R4 Hispanic,458,,15,,,1
Plumas,2020,R5 White,3528,,273,,153,
Plumas,2020,R6 Other,51,,,1,,1
Plumas,2020,R7 Unknown,385,,23,,,1
Plumas,2020,S1 Female,2547,,197,,114,
Plumas,2020,S2 Male,2124,,145,,71,
Plumas,2020,Z1 ALL,4671,,342,,185,
Plumas,2021,A1 Adults 21-44,2386,,164,,83,
Plumas,2021,A2 Adults 45-64,1613,,116,,68,
Plumas,2021,A3 Adults 65+,699,,18,,12,
Plumas,2021,R1 Alaskan Native or American Indian,131,,,1,,1
Plumas,2021,R2 Asian or Pacific Islander,45,,,1,,1
Plumas,2021,R3 Black,81,,,1,,1
Plumas,2021,R4 Hispanic,451,,17,,,1
Plumas,2021,R5 White,3568,,244,,133,
Plumas,2021,R6 Other,52,,,1,,1
Plumas,2021,R7 Unknown,370,,20,,12,
Plumas,2021,S1 Female,2552,,162,,93,
Plumas,2021,S2 Male,2146,,136,,70,
Plumas,2021,Z1 ALL,4698,,298,,163,
Riverside,2015,A1 Adults 21-44,213090,,10079,,6286,
Riverside,2015,A2 Adults 45-64,132329,,7609,,5273,
Riverside,2015,A3 Adults 65+,51193,,886,,585,
Riverside,2015,R1 Alaskan Native or American Indian,1414,,90,,53,
Riverside,2015,R2 Asian or Pacific Islander,21221,,470,,320,
Riverside,2015,R3 Black,34388,,2367,,1503,
Riverside,2015,R4 Hispanic,182930,,5405,,3485,
Riverside,2015,R5 White,111478,,7706,,5050,
Riverside,2015,R6 Other,6333,,242,,141,
Riverside,2015,R7 Unknown,38848,,2294,,1592,
Riverside,2015,S1 Female,228182,,10140,,6688,
Riverside,2015,S2 Male,168430,,8434,,5456,
Riverside,2015,Z1 ALL,396612,,18574,,12144,
Riverside,2016,A1 Adults 21-44,280913,,10595,,6387,
Riverside,2016,A2 Adults 45-64,155478,,7665,,5322,
Riverside,2016,A3 Adults 65+,55685,,939,,641,
Riverside,2016,R1 Alaskan Native or American Indian,1596,,88,,55,
Riverside,2016,R2 Asian or Pacific Islander,24872,,486,,345,
Riverside,2016,R3 Black,38454,,2558,,1570,
Riverside,2016,R4 Hispanic,251855,,6108,,3838,
Riverside,2016,R5 White,123681,,7645,,4966,
Riverside,2016,R6 Other,8206,,280,,172,
Riverside,2016,R7 Unknown,43412,,2034,,1404,
Riverside,2016,S1 Female,283489,,10166,,6621,
Riverside,2016,S2 Male,208587,,9033,,5729,
Riverside,2016,Z1 ALL,492076,,19199,,12350,
Riverside,2017,A1 Adults 21-44,298266,,10669,,6309,
Riverside,2017,A2 Adults 45-64,161509,,7466,,5073,
Riverside,2017,A3 Adults 65+,59511,,1047,,731,
Riverside,2017,R1 Alaskan Native or American Indian,1732,,101,,65,
Riverside,2017,R2 Asian or Pacific Islander,26287,,490,,326,
Riverside,2017,R3 Black,39945,,2463,,1496,
Riverside,2017,R4 Hispanic,269559,,6310,,3929,
Riverside,2017,R5 White,126754,,7474,,4767,
Riverside,2017,R6 Other,9351,,300,,167,
Riverside,2017,R7 Unknown,45658,,2044,,1363,
Riverside,2017,S1 Female,297796,,10084,,6445,
Riverside,2017,S2 Male,221490,,9098,,5668,
Riverside,2017,Z1 ALL,519286,,19182,,12113,
Riverside,2018,A1 Adults 21-44,298646,,10913,,6457,
Riverside,2018,A2 Adults 45-64,160400,,7443,,4882,
Riverside,2018,A3 Adults 65+,62177,,1097,,714,
Riverside,2018,R1 Alaskan Native or American Indian,1700,,93,,59,
Riverside,2018,R2 Asian or Pacific Islander,26306,,490,,321,
Riverside,2018,R3 Black,39887,,2437,,1474,
Riverside,2018,R4 Hispanic,272943,,6641,,4079,
Riverside,2018,R5 White,124163,,7420,,4553,
Riverside,2018,R6 Other,9952,,351,,198,
Riverside,2018,R7 Unknown,46272,,2021,,1369,
Riverside,2018,S1 Female,299904,,10017,,6284,
Riverside,2018,S2 Male,221319,,9436,,5769,
Riverside,2018,Z1 ALL,521223,,19453,,12053,
Riverside,2019,A1 Adults 21-44,295790,,11457,,6764,
Riverside,2019,A2 Adults 45-64,158273,,7404,,4913,
Riverside,2019,A3 Adults 65+,64350,,1188,,804,
Riverside,2019,R1 Alaskan Native or American Indian,1648,,92,,59,
Riverside,2019,R2 Asian or Pacific Islander,26608,,492,,312,
Riverside,2019,R3 Black,39858,,2502,,1566,
Riverside,2019,R4 Hispanic,272103,,7064,,4301,
Riverside,2019,R5 White,121288,,7424,,4627,
Riverside,2019,R6 Other,9647,,365,,217,
Riverside,2019,R7 Unknown,47261,,2110,,1399,
Riverside,2019,S1 Female,299169,,10339,,6533,
Riverside,2019,S2 Male,219244,,9710,,5948,
Riverside,2019,Z1 ALL,518413,,20049,,12481,
Riverside,2020,A1 Adults 21-44,297897,,11515,,6345,
Riverside,2020,A2 Adults 45-64,159465,,6801,,4201,
Riverside,2020,A3 Adults 65+,66813,,1234,,783,
Riverside,2020,R1 Alaskan Native or American Indian,1647,,95,,54,
Riverside,2020,R2 Asian or Pacific Islander,27526,,496,,286,
Riverside,2020,R3 Black,40211,,2543,,1466,
Riverside,2020,R4 Hispanic,274939,,7110,,4076,
Riverside,2020,R5 White,121167,,6953,,4023,
Riverside,2020,R6 Other,9230,,305,,159,
Riverside,2020,R7 Unknown,49455,,2048,,1265,
Riverside,2020,S1 Female,302249,,9921,,5795,
Riverside,2020,S2 Male,221926,,9629,,5534,
Riverside,2020,Z1 ALL,524175,,19550,,11329,
Riverside,2021,A1 Adults 21-44,305995,,11646,,6974,
Riverside,2021,A2 Adults 45-64,163386,,6306,,4225,
Riverside,2021,A3 Adults 65+,71718,,1360,,977,
Riverside,2021,R1 Alaskan Native or American Indian,1652,,78,,48,
Riverside,2021,R2 Asian or Pacific Islander,28616,,483,,326,
Riverside,2021,R3 Black,41119,,2496,,1608,
Riverside,2021,R4 Hispanic,284303,,7355,,4494,
Riverside,2021,R5 White,122440,,6662,,4274,
Riverside,2021,R6 Other,8663,,258,,149,
Riverside,2021,R7 Unknown,54306,,1980,,1277,
Riverside,2021,S1 Female,311285,,9849,,6363,
Riverside,2021,S2 Male,229814,,9463,,5813,
Riverside,2021,Z1 ALL,541099,,19312,,12176,
Sacramento,2015,A1 Adults 21-44,179305,,5407,,3720,
Sacramento,2015,A2 Adults 45-64,103092,,5455,,4156,
Sacramento,2015,A3 Adults 65+,41405,,631,,452,
Sacramento,2015,R1 Alaskan Native or American Indian,2681,,136,,90,
Sacramento,2015,R2 Asian or Pacific Islander,53310,,931,,741,
Sacramento,2015,R3 Black,49568,,2155,,1510,
Sacramento,2015,R4 Hispanic,43545,,1016,,738,
Sacramento,2015,R5 White,101809,,4446,,3226,
Sacramento,2015,R6 Other,48867,,1084,,724,
Sacramento,2015,R7 Unknown,24022,,1725,,1299,
Sacramento,2015,S1 Female,177373,,6609,,4806,
Sacramento,2015,S2 Male,146429,,4884,,3522,
Sacramento,2015,Z1 ALL,323802,,11493,,8328,
Sacramento,2016,A1 Adults 21-44,214712,,5615,,4044,
Sacramento,2016,A2 Adults 45-64,113922,,5881,,4603,
Sacramento,2016,A3 Adults 65+,44528,,677,,491,
Sacramento,2016,R1 Alaskan Native or American Indian,2952,,157,,112,
Sacramento,2016,R2 Asian or Pacific Islander,58133,,958,,780,
Sacramento,2016,R3 Black,52023,,2314,,1704,
Sacramento,2016,R4 Hispanic,64905,,1105,,797,
Sacramento,2016,R5 White,106377,,4478,,3349,
Sacramento,2016,R6 Other,66034,,1995,,1500,
Sacramento,2016,R7 Unknown,22738,,1166,,896,
Sacramento,2016,S1 Female,203557,,6947,,5257,
Sacramento,2016,S2 Male,169605,,5226,,3881,
Sacramento,2016,Z1 ALL,373162,,12173,,9138,
Sacramento,2017,A1 Adults 21-44,220459,,5865,,4032,
Sacramento,2017,A2 Adults 45-64,116157,,5831,,4572,
Sacramento,2017,A3 Adults 65+,47181,,724,,534,
Sacramento,2017,R1 Alaskan Native or American Indian,2765,,141,,112,
Sacramento,2017,R2 Asian or Pacific Islander,58193,,923,,738,
Sacramento,2017,R3 Black,50785,,2305,,1651,
Sacramento,2017,R4 Hispanic,67211,,1101,,766,
Sacramento,2017,R5 White,103701,,4431,,3286,
Sacramento,2017,R6 Other,77225,,2340,,1698,
Sacramento,2017,R7 Unknown,23917,,1179,,887,
Sacramento,2017,S1 Female,209474,,7039,,5202,
Sacramento,2017,S2 Male,174323,,5381,,3936,
Sacramento,2017,Z1 ALL,383797,,12420,,9138,
Sacramento,2018,A1 Adults 21-44,216449,,6232,,3954,
Sacramento,2018,A2 Adults 45-64,114076,,5772,,4376,
Sacramento,2018,A3 Adults 65+,48726,,813,,598,
Sacramento,2018,R1 Alaskan Native or American Indian,2649,,147,,111,
Sacramento,2018,R2 Asian or Pacific Islander,56225,,943,,741,
Sacramento,2018,R3 Black,48644,,2300,,1583,
Sacramento,2018,R4 Hispanic,66988,,1175,,776,
Sacramento,2018,R5 White,97179,,4495,,3117,
Sacramento,2018,R6 Other,83676,,2570,,1759,
Sacramento,2018,R7 Unknown,23890,,1187,,841,
Sacramento,2018,S1 Female,207701,,7181,,5046,
Sacramento,2018,S2 Male,171550,,5636,,3882,
Sacramento,2018,Z1 ALL,379251,,12817,,8928,
Sacramento,2019,A1 Adults 21-44,209137,,6470,,4013,
Sacramento,2019,A2 Adults 45-64,111371,,5730,,4390,
Sacramento,2019,A3 Adults 65+,50251,,882,,663,
Sacramento,2019,R1 Alaskan Native or American Indian,2564,,134,,102,
Sacramento,2019,R2 Asian or Pacific Islander,55237,,925,,731,
Sacramento,2019,R3 Black,47277,,2351,,1622,
Sacramento,2019,R4 Hispanic,65274,,1262,,829,
Sacramento,2019,R5 White,91748,,4504,,3126,
Sacramento,2019,R6 Other,86067,,2789,,1860,
Sacramento,2019,R7 Unknown,22592,,1117,,796,
Sacramento,2019,S1 Female,203559,,7281,,5030,
Sacramento,2019,S2 Male,167200,,5801,,4036,
Sacramento,2019,Z1 ALL,370759,,13082,,9066,
Sacramento,2020,A1 Adults 21-44,204390,,6793,,4426,
Sacramento,2020,A2 Adults 45-64,110200,,5619,,4344,
Sacramento,2020,A3 Adults 65+,51584,,940,,738,
Sacramento,2020,R1 Alaskan Native or American Indian,2458,,156,,107,
Sacramento,2020,R2 Asian or Pacific Islander,54636,,904,,704,
Sacramento,2020,R3 Black,46215,,2484,,1775,
Sacramento,2020,R4 Hispanic,64096,,1314,,884,
Sacramento,2020,R5 White,88298,,4426,,3174,
Sacramento,2020,R6 Other,89806,,2949,,2025,
Sacramento,2020,R7 Unknown,20665,,1119,,839,
Sacramento,2020,S1 Female,201690,,7450,,5288,
Sacramento,2020,S2 Male,164484,,5902,,4220,
Sacramento,2020,Z1 ALL,366174,,13352,,9508,
Sacramento,2021,A1 Adults 21-44,204257,,7268,,4721,
Sacramento,2021,A2 Adults 45-64,109176,,5356,,4182,
Sacramento,2021,A3 Adults 65+,54952,,989,,794,
Sacramento,2021,R1 Alaskan Native or American Indian,2476,,153,,111,
Sacramento,2021,R2 Asian or Pacific Islander,54686,,900,,704,
Sacramento,2021,R3 Black,46240,,2616,,1912,
Sacramento,2021,R4 Hispanic,64630,,1391,,932,
Sacramento,2021,R5 White,86755,,4290,,3069,
Sacramento,2021,R6 Other,94490,,3152,,2194,
Sacramento,2021,R7 Unknown,19108,,1111,,775,
Sacramento,2021,S1 Female,203120,,7574,,5385,
Sacramento,2021,S2 Male,165265,,6039,,4312,
Sacramento,2021,Z1 ALL,368385,,13613,,9697,
San Benito,2015,A1 Adults 21-44,4933,,345,,218,
San Benito,2015,A2 Adults 45-64,2782,,226,,175,
San Benito,2015,A3 Adults 65+,1200,,33,,22,
San Benito,2015,R1 Alaskan Native or American Indian,19,,,1,0,
San Benito,2015,R2 Asian or Pacific Islander,179,,,1,,1
San Benito,2015,R3 Black,45,,,1,,1
San Benito,2015,R4 Hispanic,5647,,322,,209,
San Benito,2015,R5 White,2250,,227,,168,
San Benito,2015,R6 Other,127,,,1,,1
San Benito,2015,R7 Unknown,648,,32,,25,
San Benito,2015,S1 Female,5069,,375,,264,
San Benito,2015,S2 Male,3846,,229,,151,
San Benito,2015,Z1 ALL,8915,,604,,415,
San Benito,2016,A1 Adults 21-44,6601,,368,,237,
San Benito,2016,A2 Adults 45-64,3234,,241,,174,
San Benito,2016,A3 Adults 65+,1296,,29,,25,
San Benito,2016,R1 Alaskan Native or American Indian,23,,,1,0,
San Benito,2016,R2 Asian or Pacific Islander,237,,,1,,1
San Benito,2016,R3 Black,51,,,1,,1
San Benito,2016,R4 Hispanic,7495,,326,,212,
San Benito,2016,R5 White,2361,,236,,176,
San Benito,2016,R6 Other,162,,20,,14,
San Benito,2016,R7 Unknown,802,,38,,26,
San Benito,2016,S1 Female,6383,,389,,265,
San Benito,2016,S2 Male,4748,,249,,171,
San Benito,2016,Z1 ALL,11131,,638,,436,
San Benito,2017,A1 Adults 21-44,6959,,363,,220,
San Benito,2017,A2 Adults 45-64,3359,,218,,156,
San Benito,2017,A3 Adults 65+,1393,,35,,26,
San Benito,2017,R1 Alaskan Native or American Indian,24,,,1,,1
San Benito,2017,R2 Asian or Pacific Islander,233,,,1,,1
San Benito,2017,R3 Black,55,,,1,,1
San Benito,2017,R4 Hispanic,7955,,332,,209,
San Benito,2017,R5 White,2372,,218,,152,
San Benito,2017,R6 Other,201,,17,,,1
San Benito,2017,R7 Unknown,871,,36,,21,
San Benito,2017,S1 Female,6688,,384,,254,
San Benito,2017,S2 Male,5023,,232,,148,
San Benito,2017,Z1 ALL,11711,,616,,402,
San Benito,2018,A1 Adults 21-44,6956,,360,,214,
San Benito,2018,A2 Adults 45-64,3303,,208,,152,
San Benito,2018,A3 Adults 65+,1389,,36,,28,
San Benito,2018,R1 Alaskan Native or American Indian,20,,,1,,1
San Benito,2018,R2 Asian or Pacific Islander,253,,,1,,1
San Benito,2018,R3 Black,61,,,1,,1
San Benito,2018,R4 Hispanic,7910,,305,,193,
San Benito,2018,R5 White,2268,,213,,152,
San Benito,2018,R6 Other,233,,26,,18,
San Benito,2018,R7 Unknown,903,,43,,25,
San Benito,2018,S1 Female,6640,,367,,246,
San Benito,2018,S2 Male,5008,,237,,148,
San Benito,2018,Z1 ALL,11648,,604,,394,
San Benito,2019,A1 Adults 21-44,6840,,394,,240,
San Benito,2019,A2 Adults 45-64,3227,,207,,144,
San Benito,2019,A3 Adults 65+,1442,,41,,30,
San Benito,2019,R1 Alaskan Native or American Indian,22,,,1,,1
San Benito,2019,R2 Asian or Pacific Islander,267,,,1,,1
San Benito,2019,R3 Black,65,,,1,,1
San Benito,2019,R4 Hispanic,7855,,352,,217,
San Benito,2019,R5 White,2131,,209,,145,
San Benito,2019,R6 Other,212,,28,,23,
San Benito,2019,R7 Unknown,957,,42,,23,
San Benito,2019,S1 Female,6617,,381,,261,
San Benito,2019,S2 Male,4892,,261,,153,
San Benito,2019,Z1 ALL,11509,,642,,414,
San Benito,2020,A1 Adults 21-44,6514,,377,,229,
San Benito,2020,A2 Adults 45-64,3196,,188,,132,
San Benito,2020,A3 Adults 65+,1467,,40,,30,
San Benito,2020,R1 Alaskan Native or American Indian,22,,,1,,1
San Benito,2020,R2 Asian or Pacific Islander,278,,,1,,1
San Benito,2020,R3 Black,64,,,1,,1
San Benito,2020,R4 Hispanic,7772,,346,,213,
San Benito,2020,R5 White,1993,,180,,128,
San Benito,2020,R6 Other,183,,20,,11,
San Benito,2020,R7 Unknown,865,,43,,29,
San Benito,2020,S1 Female,6522,,367,,254,
San Benito,2020,S2 Male,4655,,238,,137,
San Benito,2020,Z1 ALL,11177,,605,,391,
San Benito,2021,A1 Adults 21-44,6650,,409,,262,
San Benito,2021,A2 Adults 45-64,3314,,205,,147,
San Benito,2021,A3 Adults 65+,1560,,43,,22,
San Benito,2021,R1 Alaskan Native or American Indian,24,,,1,,1
San Benito,2021,R2 Asian or Pacific Islander,273,,,1,,1
San Benito,2021,R3 Black,58,,,1,,1
San Benito,2021,R4 Hispanic,8120,,395,,254,
San Benito,2021,R5 White,2000,,187,,126,
San Benito,2021,R6 Other,143,,16,,12,
San Benito,2021,R7 Unknown,906,,42,,29,
San Benito,2021,S1 Female,6667,,395,,268,
San Benito,2021,S2 Male,4857,,262,,163,
San Benito,2021,Z1 ALL,11524,,657,,431,
San Bernardino,2015,A1 Adults 21-44,251527,,11159,,5467,
San Bernardino,2015,A2 Adults 45-64,143915,,8821,,5122,
San Bernardino,2015,A3 Adults 65+,53526,,642,,311,
San Bernardino,2015,R1 Alaskan Native or American Indian,1496,,95,,54,
San Bernardino,2015,R2 Asian or Pacific Islander,24708,,598,,322,
San Bernardino,2015,R3 Black,55711,,3613,,1827,
San Bernardino,2015,R4 Hispanic,206936,,6227,,3147,
San Bernardino,2015,R5 White,116485,,7362,,3938,
San Bernardino,2015,R6 Other,5772,,200,,111,
San Bernardino,2015,R7 Unknown,37860,,2527,,1501,
San Bernardino,2015,S1 Female,256054,,11189,,5859,
San Bernardino,2015,S2 Male,192914,,9433,,5041,
San Bernardino,2015,Z1 ALL,448968,,20622,,10900,
San Bernardino,2016,A1 Adults 21-44,315478,,11120,,5230,
San Bernardino,2016,A2 Adults 45-64,165426,,8191,,4606,
San Bernardino,2016,A3 Adults 65+,57490,,611,,316,
San Bernardino,2016,R1 Alaskan Native or American Indian,1580,,96,,50,
San Bernardino,2016,R2 Asian or Pacific Islander,29120,,550,,297,
San Bernardino,2016,R3 Black,60436,,3643,,1777,
San Bernardino,2016,R4 Hispanic,273747,,6437,,3149,
San Bernardino,2016,R5 White,125475,,7143,,3740,
San Bernardino,2016,R6 Other,7343,,221,,127,
San Bernardino,2016,R7 Unknown,40693,,1832,,1012,
San Bernardino,2016,S1 Female,307660,,10554,,5322,
San Bernardino,2016,S2 Male,230734,,9368,,4830,
San Bernardino,2016,Z1 ALL,538394,,19922,,10152,
San Bernardino,2017,A1 Adults 21-44,327773,,11084,,5435,
San Bernardino,2017,A2 Adults 45-64,168620,,7614,,4549,
San Bernardino,2017,A3 Adults 65+,59874,,697,,355,
San Bernardino,2017,R1 Alaskan Native or American Indian,1633,,81,,42,
San Bernardino,2017,R2 Asian or Pacific Islander,30509,,509,,310,
San Bernardino,2017,R3 Black,62308,,3537,,1779,
San Bernardino,2017,R4 Hispanic,285655,,6516,,3373,
San Bernardino,2017,R5 White,125758,,6681,,3650,
San Bernardino,2017,R6 Other,8267,,239,,115,
San Bernardino,2017,R7 Unknown,42137,,1832,,1070,
San Bernardino,2017,S1 Female,317004,,10230,,5419,
San Bernardino,2017,S2 Male,239263,,9165,,4920,
San Bernardino,2017,Z1 ALL,556267,,19395,,10339,
San Bernardino,2018,A1 Adults 21-44,330385,,10656,,5204,
San Bernardino,2018,A2 Adults 45-64,169531,,7257,,4330,
San Bernardino,2018,A3 Adults 65+,63017,,758,,400,
San Bernardino,2018,R1 Alaskan Native or American Indian,1664,,82,,38,
San Bernardino,2018,R2 Asian or Pacific Islander,30893,,503,,309,
San Bernardino,2018,R3 Black,63155,,3363,,1769,
San Bernardino,2018,R4 Hispanic,290897,,6401,,3311,
San Bernardino,2018,R5 White,124445,,6278,,3366,
San Bernardino,2018,R6 Other,8848,,247,,125,
San Bernardino,2018,R7 Unknown,43031,,1797,,1016,
San Bernardino,2018,S1 Female,320511,,9717,,5210,
San Bernardino,2018,S2 Male,242422,,8954,,4724,
San Bernardino,2018,Z1 ALL,562933,,18671,,9934,
San Bernardino,2019,A1 Adults 21-44,322184,,10490,,5159,
San Bernardino,2019,A2 Adults 45-64,166251,,6873,,4138,
San Bernardino,2019,A3 Adults 65+,65260,,800,,416,
San Bernardino,2019,R1 Alaskan Native or American Indian,1645,,83,,44,
San Bernardino,2019,R2 Asian or Pacific Islander,31219,,473,,296,
San Bernardino,2019,R3 Black,62432,,3374,,1745,
