Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
County,Kings County,1994,Annual,41000,35100,5900,14.3,N,Final
County,Lake County,1994,Annual,22470,19640,2830,12.6,N,Final
County,Lassen County,1994,Annual,11180,9900,1280,11.5,N,Final
County,Los Angeles County,1994,Annual,4295500,3899700,395900,9.2,N,Final
County,Madera County,1994,Annual,48500,41000,7500,15.5,N,Final
County,Marin County,1994,Annual,129300,123200,6000,4.7,N,Final
County,Mariposa County,1994,Annual,7250,6550,700,9.6,N,Final
County,Mendocino County,1994,Annual,40470,36540,3930,9.7,N,Final
County,Merced County,1994,Annual,83700,70100,13700,16.3,N,Final
County,Modoc County,1994,Annual,4270,3760,520,12.1,N,Final
County,Mono County,1994,Annual,6160,5520,640,10.4,N,Final
County,Monterey County,1994,Annual,175000,153200,21900,12.5,N,Final
County,Napa County,1994,Annual,57800,53800,4000,7,N,Final
County,Nevada County,1994,Annual,40990,37900,3090,7.5,N,Final
County,Orange County,1994,Annual,1333300,1256100,77200,5.8,N,Final
County,Placer County,1994,Annual,98500,91900,6600,6.7,N,Final
County,Plumas County,1994,Annual,10000,8550,1450,14.5,N,Final
County,Riverside County,1994,Annual,597400,533400,64000,10.7,N,Final
County,Sacramento County,1994,Annual,532800,493800,38900,7.3,N,Final
County,San Benito County,1994,Annual,22300,19200,3200,14.1,N,Final
County,San Bernardino County,1994,Annual,670900,612200,58700,8.8,N,Final
County,San Diego County,1994,Annual,1226800,1139000,87800,7.2,N,Final
County,San Francisco County,1994,Annual,402000,375900,26100,6.5,N,Final
County,San Joaquin County,1994,Annual,240200,209100,31100,13,N,Final
County,San Luis Obispo County,1994,Annual,99800,92500,7300,7.3,N,Final
County,San Mateo County,1994,Annual,369700,352100,17600,4.7,N,Final
County,Santa Barbara County,1994,Annual,195300,181000,14300,7.3,N,Final
County,Santa Clara County,1994,Annual,851900,797700,54200,6.4,N,Final
County,Santa Cruz County,1994,Annual,140700,126800,13900,9.9,N,Final
County,Shasta County,1994,Annual,72600,63700,8900,12.2,N,Final
County,Sierra County,1994,Annual,1780,1600,180,10.2,N,Final
County,Siskiyou County,1994,Annual,19410,16670,2740,14.1,N,Final
County,Solano County,1994,Annual,175100,161500,13500,7.7,N,Final
County,Sonoma County,1994,Annual,223900,210600,13300,5.9,N,Final
County,Stanislaus County,1994,Annual,193600,162600,31000,16,N,Final
County,Sutter County,1994,Annual,34100,28300,5700,16.8,N,Final
County,Tehama County,1994,Annual,23900,21180,2730,11.4,N,Final
County,Trinity County,1994,Annual,5280,4480,790,15,N,Final
County,Tulare County,1994,Annual,161600,134900,26700,16.5,N,Final
County,Tuolumne County,1994,Annual,21000,18650,2350,11.2,N,Final
County,Ventura County,1994,Annual,380300,350000,30400,8,N,Final
County,Yolo County,1994,Annual,86600,80600,6000,6.9,N,Final
County,Yuba County,1994,Annual,22000,18500,3500,16,N,Final
Metropolitan Area,Anaheim-Santa Ana-Irvine MD,1994,Annual,1333300,1256100,77200,5.8,N,Final
Metropolitan Area,Bakersfield MSA,1994,Annual,265800,225300,40500,15.2,N,Final
Metropolitan Area,Chico MSA,1994,Annual,82900,74300,8600,10.4,N,Final
Metropolitan Area,El Centro MSA,1994,Annual,57600,42300,15300,26.5,N,Final
Metropolitan Area,Fresno MSA,1994,Annual,356600,305200,51400,14.4,N,Final
Metropolitan Area,Hanford-Corcoran MSA,1994,Annual,41000,35100,5900,14.3,N,Final
Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1994,Annual,4295500,3899700,395900,9.2,N,Final
Metropolitan Area,Madera MSA,1994,Annual,48500,41000,7500,15.5,N,Final
Metropolitan Area,Merced MSA,1994,Annual,83700,70100,13700,16.3,N,Final
Metropolitan Area,Modesto MSA,1994,Annual,193600,162600,31000,16,N,Final
Metropolitan Area,Napa MSA,1994,Annual,57800,53800,4000,7,N,Final
Metropolitan Area,Oakland-Hayward-Berkeley MD,1994,Annual,1131800,1061300,70500,6.2,N,Final
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,1994,Annual,380300,350000,30400,8,N,Final
Metropolitan Area,Redding MSA,1994,Annual,72600,63700,8900,12.2,N,Final
Metropolitan Area,Riverside-San Bernardino-Ontario MSA,1994,Annual,1268300,1145600,122700,9.7,N,Final
Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,1994,Annual,788400,731700,56700,7.2,N,Final
Metropolitan Area,Salinas MSA,1994,Annual,175000,153200,21900,12.5,N,Final
Metropolitan Area,San Diego-Carlsbad MSA,1994,Annual,1226800,1139000,87800,7.2,N,Final
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,1994,Annual,771600,728000,43600,5.7,N,Final
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,1994,Annual,874200,816900,57400,6.6,N,Final
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,1994,Annual,99800,92500,7300,7.3,N,Final
Metropolitan Area,San Rafael MD,1994,Annual,129300,123200,6000,4.7,N,Final
Metropolitan Area,Santa Cruz-Watsonville MSA,1994,Annual,140700,126800,13900,9.9,N,Final
Metropolitan Area,Santa Maria-Santa Barbara MSA,1994,Annual,195300,181000,14300,7.3,N,Final
Metropolitan Area,Santa Rosa MSA,1994,Annual,223900,210600,13300,5.9,N,Final
Metropolitan Area,Stockton-Lodi MSA,1994,Annual,240200,209100,31100,13,N,Final
Metropolitan Area,Vallejo-Fairfield MSA,1994,Annual,175100,161500,13500,7.7,N,Final
Metropolitan Area,Visalia-Porterville MSA,1994,Annual,161600,134900,26700,16.5,N,Final
Metropolitan Area,Yuba City MSA,1994,Annual,56100,46800,9300,16.5,N,Final
State,California,1995,Annual,15272600,14068300,1204300,7.9,N,Final
County,Alameda County,1995,Annual,677300,638500,38800,5.7,N,Final
County,Alpine County,1995,Annual,480,430,50,10.5,N,Final
County,Amador County,1995,Annual,13090,12050,1040,8,N,Final
County,Butte County,1995,Annual,82300,74100,8200,9.9,N,Final
County,Calaveras County,1995,Annual,14110,12560,1560,11,N,Final
County,Colusa County,1995,Annual,8560,6880,1690,19.7,N,Final
County,Contra Costa County,1995,Annual,452900,427100,25800,5.7,N,Final
County,Del Norte County,1995,Annual,10090,8850,1240,12.3,N,Final
County,El Dorado County,1995,Annual,72200,67300,5000,6.9,N,Final
County,Fresno County,1995,Annual,370500,318500,52000,14,N,Final
County,Glenn County,1995,Annual,11480,9690,1790,15.5,N,Final
County,Humboldt County,1995,Annual,59800,54800,5000,8.3,N,Final
County,Imperial County,1995,Annual,58000,41100,16900,29.2,N,Final
County,Inyo County,1995,Annual,7100,6440,660,9.4,N,Final
County,Kern County,1995,Annual,271200,233800,37400,13.8,N,Final
County,Kings County,1995,Annual,41900,35800,6100,14.5,N,Final
County,Lake County,1995,Annual,23710,20930,2780,11.7,N,Final
County,Lassen County,1995,Annual,11000,9780,1210,11,N,Final
County,Los Angeles County,1995,Annual,4288500,3939400,349100,8.1,N,Final
County,Madera County,1995,Annual,50700,43100,7600,14.9,N,Final
County,Marin County,1995,Annual,127700,122200,5500,4.3,N,Final
County,Mariposa County,1995,Annual,7450,6750,700,9.3,N,Final
County,Mendocino County,1995,Annual,41030,37130,3900,9.5,N,Final
County,Merced County,1995,Annual,82800,68700,14100,17,N,Final
County,Modoc County,1995,Annual,4220,3660,560,13.2,N,Final
County,Mono County,1995,Annual,6140,5480,660,10.8,N,Final
County,Monterey County,1995,Annual,174700,153100,21500,12.3,N,Final
County,Napa County,1995,Annual,57300,53800,3600,6.2,N,Final
County,Nevada County,1995,Annual,40160,37130,3030,7.5,N,Final
County,Orange County,1995,Annual,1321900,1255100,66800,5.1,N,Final
County,Placer County,1995,Annual,102100,95800,6300,6.1,N,Final
County,Plumas County,1995,Annual,9750,8460,1290,13.2,N,Final
County,Riverside County,1995,Annual,607600,550200,57400,9.4,N,Final
County,Sacramento County,1995,Annual,535100,498800,36300,6.8,N,Final
County,San Benito County,1995,Annual,22900,19800,3100,13.6,N,Final
County,San Bernardino County,1995,Annual,676000,622800,53200,7.9,N,Final
County,San Diego County,1995,Annual,1225300,1147700,77600,6.3,N,Final
County,San Francisco County,1995,Annual,395400,371600,23900,6,N,Final
County,San Joaquin County,1995,Annual,240300,210800,29500,12.3,N,Final
County,San Luis Obispo County,1995,Annual,100900,94300,6600,6.6,N,Final
County,San Mateo County,1995,Annual,367300,351900,15400,4.2,N,Final
County,Santa Barbara County,1995,Annual,191800,179000,12800,6.7,N,Final
County,Santa Clara County,1995,Annual,860900,818800,42200,4.9,N,Final
County,Santa Cruz County,1995,Annual,138700,125900,12900,9.3,N,Final
County,Shasta County,1995,Annual,72100,64000,8100,11.3,N,Final
County,Sierra County,1995,Annual,1690,1530,160,9.6,N,Final
County,Siskiyou County,1995,Annual,18860,16160,2690,14.3,N,Final
County,Solano County,1995,Annual,171800,158200,13600,7.9,N,Final
County,Sonoma County,1995,Annual,223700,211400,12300,5.5,N,Final
County,Stanislaus County,1995,Annual,192300,162700,29600,15.4,N,Final
County,Sutter County,1995,Annual,34300,28400,5900,17.1,N,Final
County,Tehama County,1995,Annual,23070,20480,2600,11.3,N,Final
County,Trinity County,1995,Annual,5280,4510,770,14.6,N,Final
County,Tulare County,1995,Annual,159800,133200,26600,16.7,N,Final
County,Tuolumne County,1995,Annual,20140,17960,2180,10.8,N,Final
County,Ventura County,1995,Annual,379500,351300,28200,7.4,N,Final
County,Yolo County,1995,Annual,86700,80700,5900,6.9,N,Final
County,Yuba County,1995,Annual,21000,17800,3100,14.9,N,Final
Metropolitan Area,Anaheim-Santa Ana-Irvine MD,1995,Annual,1321900,1255100,66800,5.1,N,Final
Metropolitan Area,Bakersfield MSA,1995,Annual,271200,233800,37400,13.8,N,Final
Metropolitan Area,Chico MSA,1995,Annual,82300,74100,8200,9.9,N,Final
Metropolitan Area,El Centro MSA,1995,Annual,58000,41100,16900,29.2,N,Final
Metropolitan Area,Fresno MSA,1995,Annual,370500,318500,52000,14,N,Final
Metropolitan Area,Hanford-Corcoran MSA,1995,Annual,41900,35800,6100,14.5,N,Final
Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1995,Annual,4288500,3939400,349100,8.1,N,Final
Metropolitan Area,Madera MSA,1995,Annual,50700,43100,7600,14.9,N,Final
Metropolitan Area,Merced MSA,1995,Annual,82800,68700,14100,17,N,Final
Metropolitan Area,Modesto MSA,1995,Annual,192300,162700,29600,15.4,N,Final
Metropolitan Area,Napa MSA,1995,Annual,57300,53800,3600,6.2,N,Final
Metropolitan Area,Oakland-Hayward-Berkeley MD,1995,Annual,1130200,1065600,64600,5.7,N,Final
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,1995,Annual,379500,351300,28200,7.4,N,Final
Metropolitan Area,Redding MSA,1995,Annual,72100,64000,8100,11.3,N,Final
Metropolitan Area,Riverside-San Bernardino-Ontario MSA,1995,Annual,1283600,1173000,110500,8.6,N,Final
Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,1995,Annual,796100,742600,53500,6.7,N,Final
Metropolitan Area,Salinas MSA,1995,Annual,174700,153100,21500,12.3,N,Final
Metropolitan Area,San Diego-Carlsbad MSA,1995,Annual,1225300,1147700,77600,6.3,N,Final
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,1995,Annual,762700,723400,39300,5.2,N,Final
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,1995,Annual,883900,838600,45300,5.1,N,Final
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,1995,Annual,100900,94300,6600,6.6,N,Final
Metropolitan Area,San Rafael MD,1995,Annual,127700,122200,5500,4.3,N,Final
Metropolitan Area,Santa Cruz-Watsonville MSA,1995,Annual,138700,125900,12900,9.3,N,Final
Metropolitan Area,Santa Maria-Santa Barbara MSA,1995,Annual,191800,179000,12800,6.7,N,Final
Metropolitan Area,Santa Rosa MSA,1995,Annual,223700,211400,12300,5.5,N,Final
Metropolitan Area,Stockton-Lodi MSA,1995,Annual,240300,210800,29500,12.3,N,Final
Metropolitan Area,Vallejo-Fairfield MSA,1995,Annual,171800,158200,13600,7.9,N,Final
Metropolitan Area,Visalia-Porterville MSA,1995,Annual,159800,133200,26600,16.7,N,Final
Metropolitan Area,Yuba City MSA,1995,Annual,55300,46300,9000,16.3,N,Final
State,California,1996,Annual,15399700,14268100,1131600,7.3,N,Final
County,Alameda County,1996,Annual,676500,641800,34700,5.1,N,Final
County,Alpine County,1996,Annual,490,440,50,10.1,N,Final
County,Amador County,1996,Annual,13200,12300,900,6.8,N,Final
County,Butte County,1996,Annual,82500,74900,7600,9.2,N,Final
County,Calaveras County,1996,Annual,14040,12720,1330,9.4,N,Final
County,Colusa County,1996,Annual,8590,6870,1720,20.1,N,Final
County,Contra Costa County,1996,Annual,456600,433500,23100,5,N,Final
County,Del Norte County,1996,Annual,10140,9080,1070,10.5,N,Final
County,El Dorado County,1996,Annual,73800,69000,4700,6.4,N,Final
County,Fresno County,1996,Annual,369300,319700,49700,13.4,N,Final
County,Glenn County,1996,Annual,11370,9620,1750,15.4,N,Final
County,Humboldt County,1996,Annual,59900,55200,4600,7.8,N,Final
County,Imperial County,1996,Annual,57500,40200,17300,30.1,N,Final
County,Inyo County,1996,Annual,7240,6610,630,8.7,N,Final
County,Kern County,1996,Annual,276900,240700,36200,13.1,N,Final
County,Kings County,1996,Annual,42900,37200,5700,13.3,N,Final
County,Lake County,1996,Annual,23540,20770,2780,11.8,N,Final
County,Lassen County,1996,Annual,11710,10420,1280,11,N,Final
County,Los Angeles County,1996,Annual,4328400,3975400,353000,8.2,N,Final
County,Madera County,1996,Annual,51900,44500,7400,14.3,N,Final
County,Marin County,1996,Annual,128300,123800,4500,3.5,N,Final
County,Mariposa County,1996,Annual,7470,6790,680,9.1,N,Final
County,Mendocino County,1996,Annual,41870,38200,3670,8.8,N,Final
County,Merced County,1996,Annual,81700,68000,13700,16.8,N,Final
County,Modoc County,1996,Annual,4140,3630,510,12.2,N,Final
County,Mono County,1996,Annual,6040,5380,660,10.9,N,Final
County,Monterey County,1996,Annual,177400,157200,20200,11.4,N,Final
County,Napa County,1996,Annual,57900,54400,3500,6.1,N,Final
County,Nevada County,1996,Annual,40090,37280,2810,7,N,Final
County,Orange County,1996,Annual,1331300,1275100,56300,4.2,N,Final
County,Placer County,1996,Annual,105700,99900,5800,5.5,N,Final
County,Plumas County,1996,Annual,9890,8680,1220,12.3,N,Final
County,Riverside County,1996,Annual,612300,560700,51600,8.4,N,Final
County,Sacramento County,1996,Annual,538400,504700,33700,6.3,N,Final
County,San Benito County,1996,Annual,24700,21700,3000,12,N,Final
County,San Bernardino County,1996,Annual,682700,631700,51000,7.5,N,Final
County,San Diego County,1996,Annual,1233600,1166700,66900,5.4,N,Final
County,San Francisco County,1996,Annual,396900,377600,19300,4.9,N,Final
County,San Joaquin County,1996,Annual,239700,212200,27500,11.5,N,Final
County,San Luis Obispo County,1996,Annual,101800,96000,5800,5.7,N,Final
County,San Mateo County,1996,Annual,373500,360600,12900,3.5,N,Final
County,Santa Barbara County,1996,Annual,189900,178700,11200,5.9,N,Final
County,Santa Clara County,1996,Annual,889000,856000,33000,3.7,N,Final
County,Santa Cruz County,1996,Annual,138000,126100,11900,8.6,N,Final
County,Shasta County,1996,Annual,71700,64400,7300,10.1,N,Final
County,Sierra County,1996,Annual,1730,1530,200,11.4,N,Final
County,Siskiyou County,1996,Annual,18580,16010,2570,13.8,N,Final
County,Solano County,1996,Annual,173000,159500,13500,7.8,N,Final
County,Sonoma County,1996,Annual,228500,218100,10400,4.5,N,Final
County,Stanislaus County,1996,Annual,194300,166200,28200,14.5,N,Final
County,Sutter County,1996,Annual,34200,28700,5500,16.2,N,Final
County,Tehama County,1996,Annual,22830,20360,2470,10.8,N,Final
County,Trinity County,1996,Annual,5150,4380,760,14.8,N,Final
County,Tulare County,1996,Annual,159100,133100,26000,16.4,N,Final
County,Tuolumne County,1996,Annual,19500,17480,2020,10.4,N,Final
County,Ventura County,1996,Annual,375600,348200,27500,7.3,N,Final
County,Yolo County,1996,Annual,86000,80400,5600,6.5,N,Final
County,Yuba County,1996,Annual,20900,17900,3000,14.3,N,Final
Metropolitan Area,Anaheim-Santa Ana-Irvine MD,1996,Annual,1331300,1275100,56300,4.2,N,Final
Metropolitan Area,Bakersfield MSA,1996,Annual,276900,240700,36200,13.1,N,Final
Metropolitan Area,Chico MSA,1996,Annual,82500,74900,7600,9.2,N,Final
Metropolitan Area,El Centro MSA,1996,Annual,57500,40200,17300,30.1,N,Final
Metropolitan Area,Fresno MSA,1996,Annual,369300,319700,49700,13.4,N,Final
Metropolitan Area,Hanford-Corcoran MSA,1996,Annual,42900,37200,5700,13.3,N,Final
Metropolitan Area,Los Angeles-Long Beach-Glendale MD,1996,Annual,4328400,3975400,353000,8.2,N,Final
Metropolitan Area,Madera MSA,1996,Annual,51900,44500,7400,14.3,N,Final
Metropolitan Area,Merced MSA,1996,Annual,81700,68000,13700,16.8,N,Final
Metropolitan Area,Modesto MSA,1996,Annual,194300,166200,28200,14.5,N,Final
Metropolitan Area,Napa MSA,1996,Annual,57900,54400,3500,6.1,N,Final
Metropolitan Area,Oakland-Hayward-Berkeley MD,1996,Annual,1133000,1075300,57700,5.1,N,Final
Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,1996,Annual,375600,348200,27500,7.3,N,Final
Metropolitan Area,Redding MSA,1996,Annual,71700,64400,7300,10.1,N,Final
Metropolitan Area,Riverside-San Bernardino-Ontario MSA,1996,Annual,1295000,1192400,102600,7.9,N,Final
Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,1996,Annual,803900,754100,49800,6.2,N,Final
Metropolitan Area,Salinas MSA,1996,Annual,177400,157200,20200,11.4,N,Final
Metropolitan Area,San Diego-Carlsbad MSA,1996,Annual,1233600,1166700,66900,5.4,N,Final
Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,1996,Annual,770400,738200,32200,4.2,N,Final
Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,1996,Annual,913700,877800,35900,3.9,N,Final
Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,1996,Annual,101800,96000,5800,5.7,N,Final
Metropolitan Area,San Rafael MD,1996,Annual,128300,123800,4500,3.5,N,Final
Metropolitan Area,Santa Cruz-Watsonville MSA,1996,Annual,138000,126100,11900,8.6,N,Final
Metropolitan Area,Santa Maria-Santa Barbara MSA,1996,Annual,189900,178700,11200,5.9,N,Final
Metropolitan Area,Santa Rosa MSA,1996,Annual,228500,218100,10400,4.5,N,Final
Metropolitan Area,Stockton-Lodi MSA,1996,Annual,239700,212200,27500,11.5,N,Final
Metropolitan Area,Vallejo-Fairfield MSA,1996,Annual,173000,159500,13500,7.8,N,Final
Metropolitan Area,Visalia-Porterville MSA,1996,Annual,159100,133100,26000,16.4,N,Final
Metropolitan Area,Yuba City MSA,1996,Annual,55100,46500,8500,15.5,N,Final
State,California,1997,Annual,15806300,14795200,1011100,6.4,N,Final
County,Alameda County,1997,Annual,693400,662300,31100,4.5,N,Final
County,Alpine County,1997,Annual,500,450,50,9.5,N,Final
County,Amador County,1997,Annual,13190,12380,810,6.2,N,Final
County,Butte County,1997,Annual,83900,76600,7300,8.7,N,Final
County,Calaveras County,1997,Annual,14040,12760,1280,9.1,N,Final
County,Colusa County,1997,Annual,9100,7370,1720,19,N,Final
County,Contra Costa County,1997,Annual,469200,449400,19800,4.2,N,Final
County,Del Norte County,1997,Annual,10160,9120,1040,10.2,N,Final
County,El Dorado County,1997,Annual,75700,71500,4200,5.5,N,Final
County,Fresno County,1997,Annual,372100,321700,50500,13.6,N,Final
County,Glenn County,1997,Annual,10960,9480,1480,13.5,N,Final
County,Humboldt County,1997,Annual,60400,55900,4500,7.4,N,Final
County,Imperial County,1997,Annual,56200,41000,15100,26.9,N,Final
County,Inyo County,1997,Annual,7290,6690,600,8.2,N,Final
County,Kern County,1997,Annual,278200,243600,34600,12.5,N,Final
County,Kings County,1997,Annual,43600,37800,5800,13.3,N,Final
